temp,rh,so2,no2,co,pm10,pm2.5,o3,day,dow,death_total
21.9,81,13.1969697,23.89160513,0.60133961,57.80616162,34.72207792,97.22222222,649,7,306
21.6,71,11.59199657,16.66719603,0.587793281,68.9172125,29.78104649,123.1111111,650,1,298
18.5,57,17.74697392,24.68085027,0.60635584,85.45727652,28.60532581,87.55555556,651,2,273
16.5,48,32.94094304,53.04184952,0.804230147,90.94823529,43.69332665,108.8888889,652,3,267
15.8,55,44.32718489,91.29063913,1.105540711,140.2843083,96.46294466,148.2222222,653,4,290
18.1,64,30.87124756,94.51534392,1.10817,147.1360489,105.3069048,143,654,5,305
20.2,60,13.68908382,44.80896686,0.57467193,54.65791194,22.0994496,135.3178752,655,6,309
20.5,63,9.564090177,35.75832758,0.555627743,39.89039808,16.94539337,126.5170272,656,7,306
22.4,70,11.38544974,28.7526455,0.503728095,48.01469925,22.6752381,118.5,657,1,275
24.6,63,15.66084559,52.78571429,0.693990972,91.59104938,55.39801198,169.375,658,2,328
21.9,77,20.19255583,52.11657514,0.852005217,117.3118477,66.66079451,75.33333333,659,3,335
18.8,72,14.51515152,33.89811155,0.650853162,74.06336579,47.57964427,111.8888889,660,4,281
17.9,72,12.06126427,55.09356725,0.595547368,69.64468254,41.99097744,114.8888889,661,5,271
20.1,63,12.33306752,47.60219846,0.468574545,57.39475735,31.04237867,127.5555556,662,6,254
20.8,67,12.28333333,43.37676768,0.470165909,52.86017772,32.11698565,132.1111111,663,7,260
21.3,74,17.12626263,55.05791559,0.604146998,81.73478558,55.27494071,141.2222222,664,1,324
18,73,13.10205314,36.13700181,0.540505,81.1311339,44.74323452,97.22222222,665,2,265
18.1,65,11.24750133,35.69123566,0.464267464,58.16948052,18.79052176,102.8888889,666,3,288
19.2,76,9.962587023,57.47535505,0.631671667,55.26441103,24.43984962,61.33333333,667,4,243
20.2,90,12.79339199,60.3181606,0.765186905,65.44226718,46.19438406,46.22222222,668,5,270
19.6,93,14.09140787,75.028928,1.148726087,81.94231602,58.41151139,33.88888889,669,6,224
18.4,85,18.45310245,53.42929293,1.089995455,90.44968615,69.25454545,19.77777778,670,7,292
17,61,20.11111111,40.90338164,0.784952174,85.99483358,56.04347826,85.22222222,671,1,278
13.4,48,23.13504611,49.03751066,0.666286957,67.0486166,35.21304348,92.22222222,672,2,256
13.7,66,18.6969697,71.53030303,0.76315,70.49545455,41.76363636,109.3333333,673,3,283
16.2,68,14.56467684,55.68918129,0.624813636,58.65221349,35.94715311,113.8888889,674,4,314
17.4,70,26.87373737,65.91414141,0.967140909,157.3722783,130.7863636,140.375,675,5,268
16.1,63,15.34387352,33.77294686,0.59593913,52.08624003,46.64782609,95.66666667,676,6,287
14.3,75,13.41081871,34.93976608,0.562,38.80851713,24.78105263,60.33333333,677,7,291
15.5,66,18.27106227,34.36568987,0.707085714,64.18382784,43.1,98.44444444,678,1,281
15.3,66,21.34027778,39.74537037,0.823816667,78.46038521,65.29583333,102.4444444,679,2,296
15.1,61,23.53537968,68.19897631,0.71845,85.13499169,55.78506258,95,680,3,296
14.2,65,36.68752745,65.9576429,1.049840711,165.5909574,133.1919805,72.77777778,681,4,287
12.2,44,22.33756039,50.90740741,0.53875,73.48315217,30.56666667,72.22222222,682,5,275
10.4,66,25.59722222,80.85185185,0.747570833,86.90452899,47.87083333,90.44444444,683,6,319
13.1,64,15.94883041,60.81783626,0.64233,70.18105263,41.61578947,69.6535135,684,7,309
13.8,84,14.9400527,54.62121212,0.775886957,85.97414718,65.75889328,49,685,1,307
12.4,63,30.2465781,50.94444444,0.9717375,141.3574104,122.1916667,96.77777778,686,2,306
11.9,60,24.61666667,54.07883598,0.792895238,76.8118539,61.62285714,97,687,3,296
13.1,64,15.20945166,59.51414141,0.60735,49.91107538,36.66681818,87.55555556,688,4,317
14.4,70,13.90656566,57.06691919,0.542025,51.95108696,33.30833333,89.11111111,689,5,322
16.8,77,13.27009223,57.4778217,0.604891304,58.97298795,39.29743083,87,690,6,300
16.5,91,15.9130375,72.60376677,0.812975,93.7816317,73.40933437,80.4646916,691,7,326
18.9,86,10.81516291,44.08480925,0.482852381,48.36747882,36.81814536,69.44444444,692,1,302
17.3,88,12.15680616,38.44107744,0.570322727,43.40323063,27.83549784,33,693,2,317
13.4,74,12.36825397,34.12857143,0.535528571,49.31100251,27.61809524,39.77876227,694,3,321
13.2,66,18.42050439,57.86772661,0.613207368,71.80441845,42.20419103,71.18969642,695,4,290
14.8,78,13.46813241,54.22153209,0.528495652,46.74352218,22.15700483,83.125,696,5,305
14.5,78,15.71195652,49.2826087,0.943256522,69.80425998,57.33816425,36.75,697,6,299
15.1,85,13.7637987,49.23863636,0.776409091,47.65879861,45.33838384,52,698,7,304
14.8,89,14.24405468,38.83275692,0.7888,41.97348013,38.44811207,30.14285714,699,1,266
7.3,51,24,35.4379085,0.569477778,131.1301368,45.69526144,60.71428571,700,2,337
3.5,49,30.07792208,46.46493506,0.589754545,79.15909091,28.06818182,40.48814899,701,3,283
5,68,28.375,74.15,0.87485,84.86666667,61.11975309,24,702,4,311
3.7,60,51.46944444,67.98703704,1.102108333,122.9958333,82.05061594,41.44444444,703,5,334
3.4,46,50.82735543,66.02917479,0.99331,120.488019,79.38965643,45.27409954,704,6,357
3.7,63,53.54589372,87.07729469,1.149,125.1400966,87.57487923,46,705,7,353
7.5,66,33.71779388,92.52274557,1.0378,115.2524155,79.30797101,38.22222222,706,1,355
7.3,62,37.15253623,60.66811594,1.050704348,126.7419864,98.09166667,68.2,707,2,356
9.4,64,18.18526021,52.2030303,0.613091667,48.04131141,35.12662338,59.55555556,708,3,339
9.8,77,25.19464573,76.16807568,0.906391667,80.4468599,55.82206119,13.66666667,709,4,357
6.4,68,23.9791502,44.78532609,0.948173913,122.6342391,78.475,48.2,710,5,354
4.6,52,42.51992754,63.11123188,1.0865125,142.1067029,72.30996377,38.3,711,6,367
4,43,50.89130435,74.45416667,1.2829,132.0890152,70.3625,42.1,712,7,358
3.7,63,40.46818182,86.06363636,1.479840909,132.2590909,87.69090909,48.1,713,1,364
6.8,72,39.19134199,86.02272727,1.309259091,124.4181818,82.28311688,12,714,2,361
3.9,38,44.81293706,58.79125874,1.129627273,170.8167832,87.76293706,-1.4341821,715,3,360
2.3,38,37.32674572,58.61111111,0.925826087,107.3056653,43.62604304,-5.071367136,716,4,363
2.9,64,25.4537037,64.92592593,0.774541667,89.52777778,47.30555556,-0.122868604,717,5,364
7.9,76,33.50808583,91.04596273,1.088295652,117.9881988,75.12526821,12.2,718,6,398
5.7,61,31.66465378,55.59474638,0.847458333,91.62246377,57.82373188,57.8,719,7,397
3.4,45,43.14945652,56.51666667,0.9010875,101.8166667,64.02916667,33.7,720,1,333
1.9,54,48.69117086,73.37397025,1.0605875,120.2316743,77.75298436,38.9,721,2,348
6.5,58,28.94971454,73.2020202,0.893108696,101.1583224,62.52459376,57.55555556,722,3,388
8.2,54,56.57905797,97.95507246,1.359182609,174.0527536,129.5541304,44.77777778,723,4,395
6.1,65,17.70841097,39.79388999,0.725075,53.00898268,46.10652174,66.1,724,5,401
6.5,65,17.92028986,47.15416667,0.609633333,40.27336957,24.70833333,60,725,6,420
7.3,64,20.00652174,50.51304348,0.591426087,40.01363636,24.54782609,59.1,726,7,369
5.6,75,30.56666667,79.7625,1.026120833,101.6819664,70.87916667,47,727,1,380
7.3,64,51.97355072,99.77355072,1.654079167,197.5242754,143.470471,57.7,728,2,397
7.1,72,49.50113636,110.6895202,1.449558333,175.7661067,131.8487374,51.5,729,3,383
6.8,57,54.15421245,89.67142857,1.38535,202.5615385,143.3928571,46.59893055,730,4,333
1.8,35,52.17993301,82.84213098,1.321250632,155.878167,109.7737674,42.43263743,731,5,423
2,47,48.2173913,78.29565217,1.257178261,113.8869565,78.38695652,39.6,732,6,364
5.7,55,40.6625,80.36666667,1.246041667,134.191413,100.3791667,52.1,733,7,400
7.9,63,60.72727273,142.9174242,1.552015,175.3156566,146.1833333,48.17513104,734,1,430
13.9,67,28.39199134,81.50863636,0.998386364,154.7156983,83.27727273,44.8,735,2,402
6.9,71,25.17462662,42.925,1.151899833,134.7986423,99.99378788,56.33333333,736,3,465
4.4,60,21.62777778,39.52916667,0.634041667,62.75416667,34.80189394,56.3,737,4,368
3.9,55,41.47428571,66.77619048,1.059061905,92.36716792,69.61904762,49.67057692,738,5,401
3.9,64,56.3013834,122.5975155,1.936926087,200.4639752,145.6217391,44.9,739,6,393
5.4,66,66.1125,138.5166667,2.205483333,247.8994565,189.5541667,57.1,740,7,428
6.4,70,74.88644833,108.3202899,1.939158385,252.7780487,206.052381,77.8,741,1,424
6.2,68,14.43973684,31.91473684,0.629715789,33.25837743,24.80026316,63.6,742,2,429
7.3,77,13.92336957,47.99901656,0.591678778,30.88035316,18.26666667,43.1,743,3,403
8,92,10.29426877,41.32687747,0.676550791,32.13873557,22.43162055,30.8,744,4,421
7.1,81,18.32114625,54.4541502,1.025369565,91.62955843,72.77391304,21.2,745,5,413
6,76,26.32272727,63.43181818,1.238218182,136.2328377,109.0727273,26.6,746,6,431
4,65,21.09927536,37.7625,0.93795,102.6966588,83.09583333,62,747,7,396
4.8,71,27.94,73.18,1.06419,123.0677778,90.96,62.9,748,1,432
6.2,57,37.97213439,72.70289855,1.247386377,162.0342556,89.59478261,58.3,749,2,420
8.1,66,16.2826087,50.68301282,0.659804167,73.87083333,32.98333333,74.1,750,3,429
10.3,66,31.82332016,69.8,1.088056522,148.858604,101.5974308,53.7,751,4,459
5,71,33.69583333,58.075,1.454904167,138.469724,124.6708333,27.6,752,5,400
5.3,73,24.1,64.87,1.133495,121.2950516,107.4934211,75.7,753,6,411
9.1,80,22.33913043,75.68695652,1.19273913,132.1001253,111.1521739,76.9,754,7,450
11.4,84,24.31576087,70.02083333,1.455804167,159.8665584,123.2541667,15.6,755,1,429
7.9,85,20.02727273,50.15187166,1.207218182,127.3175758,105.2753247,30.8,756,2,438
4.9,79,15.1423913,27.7375,0.840708333,59.3058415,50.80108696,53.2,757,3,381
3.6,71,14.46086957,28.15652174,0.563630435,33.37613401,17.01956522,46.8,758,4,406
3.6,90,11.42614719,39.77818182,0.580528636,18.55325674,13.13866029,41.4,759,5,420
3.3,72,22.3215103,40.6604119,0.875582838,93.79831667,69.9173913,55,760,6,417
3.2,62,19.07934783,32.00833333,0.706775,44.53843638,34.96648551,69.4,761,7,371
4.1,68,18.2875,37.14583333,0.559041667,34.59275362,19.24583333,44.5,762,1,487
5.3,77,16.68804348,50.29583333,0.634079167,38.75282837,27.60416667,42.7,763,2,431
5.8,77,21.59249012,64.78814229,0.696663636,50.82026278,36.97588933,35.7,764,3,442
5.6,65,57.56956522,76.74782609,1.478273913,203.0473555,172.726087,75,765,4,443
3.7,52,36.30869565,60.49565217,1.139904348,92.53730785,102.573913,75.1,766,5,401
2.5,69,33.24944872,85.05423341,1.16721167,90.83705174,72.53977533,60.3,767,6,417
3.9,64,33.86521739,96.33913043,1.356117391,125.5864469,109.3028986,73.7,768,7,434
3.3,57,22.22355072,35.32,0.865954167,73.45576508,59.375,77.11111111,769,1,432
1.2,57,17.37840909,40.26704545,0.710251894,38.25344595,27.29962121,69.8,770,2,407
3.2,59,20.93550725,68.0125,0.853494384,67.41354785,58.0798913,80.1,771,3,415
8,57,26.00434783,77.16521739,1.075917391,99.04004056,76.52608696,95.3,772,4,439
7.8,61,51.87880435,72.68297101,1.591869384,236.7443268,165.5005435,78.8,773,5,414
7.9,66,20.48695652,48.91304348,0.762686957,68.10710397,47.55177866,114.4,774,6,423
12.2,71,17.70416667,37.74583333,0.811116667,86.27256917,56.85833333,132.8,775,7,412
15,84,14.06666667,50.90833333,0.9579625,76.08645791,56.46666667,65.6,776,1,413
12.5,80,16.96231884,43.375,1.464104167,127.7528571,110.8030303,64.4,777,2,411
8.4,66,18.875,43.05833333,1.402608333,172.2268822,120.8478261,104.8,778,3,370
6,65,19.56811594,40.94583333,1.0436875,115.2186594,70.70606061,99.5,779,4,375
6,61,14.32083333,17.64583333,0.5273,33.92417655,21.28541667,91.4,780,5,359
9.4,77,10.80398551,14.025,0.571045833,25.76622294,15.88333333,84.6,781,6,411
10.2,86,11.19565217,27.2173913,1.026652174,52.88684211,57.33913043,29.1,782,7,380
7.5,79,14.6027668,29.32173913,1.244482609,150.356808,114.7086957,53.4,783,1,332
6.5,72,16.46818182,24.32683983,0.808847619,134.9238095,53.1952381,73.6963233,784,2,372
7.9,77,12.43831169,25.11969697,0.849472727,111.2272727,44.99242424,90.22222222,785,3,395
8.5,91,9.448089592,43.78785683,0.821022815,38.74666196,24.09841897,58.8,786,4,400
8.3,83,10.64474638,29.2375,0.8736,82.22056692,51.25833333,77.1,787,5,362
5.6,75,10.6125,28.36702899,0.592408333,35.03537029,20.24734848,67.6,788,6,387
4.7,88,8.909469697,31.31594203,0.576601087,20.13030315,15.32173913,55.3,789,7,363
5.6,73,20.70416667,37.24583333,0.941175,92.17365164,77.15416667,83.8,790,1,408
7.4,71,21.71857708,51.42173913,1.05373913,112.9343852,109.9,122.5,791,2,392
9.1,75,17.13518116,40.13344203,0.94158779,93.20003608,82.4717029,74,792,3,360
4.9,52,13.31774892,23.87878788,0.657313636,50.05767566,19.85454545,79.9,793,4,338
4.3,67,10.80833333,27.19583333,0.5631875,35.15551713,15.07065217,69.1,794,5,348
5.9,70,13.05688406,35.375,0.6789125,36.89242424,25.2,72.8,795,6,399
7.4,63,14.66086957,40.79565217,0.67,38.03161601,30.93478261,61.8504412,796,7,365
8.8,89,11.44064559,48.07608696,0.739220652,30.22667489,25.00471014,52.88888889,797,1,389
8.3,78,11.67916667,31.39791667,0.790202083,56.23494966,41.1110119,81.6,798,2,366
3.7,53,12.36245059,24.88102767,0.695064229,44.94701477,20.37588933,86,799,3,340
5.7,57,19.45909091,60.08636364,0.789645455,60.55792208,42.99545455,86,800,4,341
8.9,60,30.19285714,55.72857143,0.918035714,108.7472527,85.75714286,139.6,801,5,341
13.6,57,26.3875,89.01666667,1.186129167,126.0256211,96.02083333,103.7,802,6,363
9.7,87,18.00887681,71.48333333,1.3113,144.4506677,108.1708333,102.6,803,7,386
10.8,88,11.53043478,36.32608696,0.845408696,60.09433741,54.78695652,99.8,804,1,374
12.1,93,9.730039526,40.93478261,0.803347826,38.18353175,32.10869565,67.1,805,2,341
15.3,89,10.7483645,44.39237737,0.911117628,51.00970711,36.32371795,85.88888889,806,3,386
13.5,93,15.30776832,59.25454545,1.195556917,75.55521886,59.62786561,45.5,807,4,386
12.4,79,21.48280632,55.49130435,1.09513913,98.25232509,80.64347826,79.9,808,5,275
11.1,83,12.48423913,60.475,0.800758333,77.89782475,67.16666667,67,809,6,297
13.8,77,25.2125,85.91666667,1.309120833,123.8494624,103.1188596,96.9,810,7,311
14,53,22.94003623,70.4625,1.045866667,132.3445398,80.8125,111.1,811,1,358
10.4,70,13.27916667,43.9375,0.588241667,79.60413373,24.22898551,80.3,812,2,310
10.2,57,12.13774704,37.92905138,0.508556719,42.29229249,15.20770751,100.1,813,3,317
10.7,58,11.8,35.28333333,0.5398875,41.06847826,19.64166667,108.2,814,4,323
11.9,70,10.73583333,31.29345238,0.551011905,43.66343309,23.61090909,121.3,815,5,373
11.4,87,9.873913043,41.46640316,0.599913043,39.32176587,26.66334512,87.4,816,6,361
13.7,78,14.84642857,72.62857143,0.939038095,93.36014577,80.07619048,140.5,817,7,324
16.6,72,19.58695652,64.30869565,1.010552174,103.4198664,90.70869565,163.4,818,1,348
15.9,79,11.82572464,36.88858696,0.683282143,50.37245989,40.03423913,86.7,819,2,342
20.9,77,15.94583333,55.6,0.974028526,93.10759273,68.3375,146.4,820,3,290
19.2,82,16.92173913,69.34347826,0.927678261,84.54800568,61.46521739,75.3,821,4,412
22.6,76,13.65416667,43.925,0.670345833,98.9102381,42.42083333,115.4,822,5,381
13,83,14.32880435,44.32898551,1.232048732,66.63383838,69.62952899,66.2,823,6,312
14.4,87,13.78333333,50.1625,1.225479167,84.36632342,63.875,65.9,824,7,271
12.4,93,12.425,44.2048913,0.9491875,88.91199495,54.48333333,70.1,825,1,272
10.9,91,8.616666667,26.5,0.606975,37.24240968,19.99275362,83.6,826,2,277
7.4,78,9.783333333,27.95833333,0.452016667,39.7291996,20.7547619,84.3,827,3,279
8.7,61,12.67727273,35.1,0.438509091,41.74301757,27.96320346,105,828,4,281
10.1,68,12.12173913,46.81798419,0.453617391,46.75531621,27.72543478,114.3,829,5,323
12.5,68,14.11428571,52.71904762,0.562242857,57.03603175,42.81071429,120.4,830,6,289
13.1,67,13.60909091,48.38181818,0.520290909,64.60073296,42.82272727,132.1,831,7,294
15,68,13.70454545,43.70454545,0.552454545,74.23331116,51.74090909,148.6,832,1,326
11.5,62,15.43559524,34.88404762,0.649010595,87.07785739,46.61815476,98.55555556,833,2,292
11,69,15.76315789,47.51052632,0.795663158,87.00937778,66.49473684,105.2,834,3,296
16.3,52,26.85666667,91.6125,0.847246667,113.5986942,80.37333333,136.2222222,835,4,348
18.4,54,27.81130435,76.53434783,0.941429565,133.9539356,73.01229249,103.7,836,5,314
15.7,60,11.08023715,36.88241107,0.564353162,134.9209486,32.09466403,110.9,837,6,327
21.4,72,16.99,47.16833333,0.793045,102.3052822,60.89558824,94.1,838,7,321
19.2,83,19.88461538,69.53247863,1.223623077,200.1539683,126.7923077,71.8,839,1,321
13.3,71,12.23181818,35.77613636,0.758490909,85.45761391,42.49090909,89.12036592,840,2,271
14.8,47,16.04264069,57.85606061,0.746721558,86.02990317,41.86406926,134.2222222,841,3,282
16.7,56,22.8952381,82.45586081,0.927230952,120.8893766,86.07142857,193.2222222,842,4,291
19,44,21.47222222,69.72827635,0.803203704,97.84336808,68.44907407,169.2222222,843,5,289
18.4,44,22.27513228,89.69470899,0.82286455,103.4406686,62.66031746,166.1317234,844,6,315
19.9,51,22.28409091,92.49431818,1.068363636,123.4566184,83.24431818,162.625,845,7,300
21.3,43,18.55113636,49.26136364,0.664409091,82.30720694,52.74850478,153.1194718,846,1,310
21.7,54,16.28739316,29.78454416,0.709925214,74.25366964,44.55451955,142.3333333,847,2,327
22.9,66,19.17669468,40.67233894,0.934566141,107.9486055,72.47616247,170.3,848,3,335
17.6,84,13.29152882,39.67865915,0.813245409,56.31145022,46.85238095,66,849,4,309
19.3,73,22.48961039,50.28820346,0.875374694,99.90694264,72.97099567,139.3,850,5,279
18.1,81,9.044466403,21.05092885,0.605207826,58.67282051,43.6916996,145.5,851,6,312
20.2,88,9.885024155,27.76980676,0.719101449,63.63769841,50.69367589,87.77777778,852,7,279
18.3,78,13.0952381,29.51309524,0.899054762,80.70894716,57.69047619,131,853,1,294
18.4,64,17.49042208,51.46731602,1.082764827,110.7286986,77.88312629,145.1,854,2,277
18.1,45,11.08911161,41.30739695,0.562221066,69.33670129,20.66432314,128.3333333,855,3,268
19.3,62,15.15652174,39.24021739,0.67148587,78.60892622,37.64384058,140.3,856,4,299
19.7,71,12.29444444,34.52222222,0.673622222,69.32396825,51.19444444,152.9,857,5,309
19.9,65,10.09230769,35.81538462,0.6485,56.00725247,27.58461538,126.4,858,6,285
17.9,83,8.922727273,25.50909091,0.592395455,30.52722082,20.18593074,106.3,859,7,252
19,70,11.78695652,26.16956522,0.575234783,52.05680074,34.82173913,146.6,860,1,251
18.9,85,9.192573331,30.48258789,0.743523549,40.44651674,28.5351321,50.8,861,2,263
19.5,53,16.47543478,45.97586957,0.699825,93.94226872,41.12128146,128.2567835,862,3,294
23.3,48,25.12765753,59.15252525,0.708696561,96.94425204,47.18205868,185.4444444,863,4,259
25.2,65,18.33174603,55.81137566,0.792221164,82.0872134,53.2010582,114.3333333,864,5,324
22.2,87,15.86363636,61.08080808,0.962358586,68.8832988,46.24242424,22.44444444,865,6,317
18.9,60,10.76262626,32.41414141,0.581419192,61.28781001,37.78787879,129.4444444,866,7,281
19.7,56,12.13941799,43.5026455,0.520242063,53.93647081,34.19550265,130.1111111,867,1,292
20.6,88,13.12626263,64.28787879,1.054585859,68.25956135,53.73737374,28.88888889,868,2,284
22.1,85,10.132547,53.97314763,1.021105475,80.70590829,79.82454985,153.3333333,869,3,302
21.2,62,10.24747475,33.23232323,0.638631313,61.89935466,46.39153439,152.8888889,870,4,267
19.5,50,10.24537037,33.54166667,0.488203704,43.28072391,19.75202334,129.5555556,871,5,251
20.1,67,8.896464646,24.90536948,0.526760101,44.1656988,27.84074074,146.2222222,872,6,290
20.6,83,9.463768116,34.50724638,0.642318841,47.60524325,34.20289855,80.44444444,873,7,287
21.5,78,11.6321256,30.06328502,0.598974726,47.63268965,38.8004701,105.2222222,874,1,297
22,68,9.772288098,26.81027668,0.546511419,48.11954689,34.14258527,123.5555556,875,2,246
21.9,48,10.02454611,32.99262221,0.530400145,48.11466957,27.18945744,113.3995216,876,3,268
21.2,78,9.938888889,24.98888889,0.579938889,52.63546457,39.18888889,97.66666667,877,4,262
21.1,88,9.005291005,29.26455026,0.612402116,44.71798393,34.78835979,97.77777778,878,5,259
21.7,88,7.469059121,25.94064872,0.561293536,42.47575209,29.61536692,87.44444444,879,6,248
21.9,85,11.82828283,37.75757576,0.688363636,51.66051676,43.3989899,77.55555556,880,7,284
22.1,79,10.73015873,33.13756614,0.623804233,58.89936456,49.42328042,123.2222222,881,1,234
23.3,79,10.55925926,22.80185185,0.557970106,67.69234623,56.03835979,155.2222222,882,2,326
23.5,93,8.199074074,42.88888889,0.748541667,48.51396104,43.47685185,22.22222222,883,3,286
22.5,69,8.977777778,26.4410628,0.496295652,34.29321235,18.72103645,95.875,884,4,263
21.7,55,13.35892857,46.35833333,0.524947619,53.1629386,26.90535714,118.625,885,5,258
22.7,61,16.01313131,41.55454545,0.708036364,92.57008842,69.22424242,247.3333333,886,6,246
25.2,59,12.98888889,29.23333333,0.627055556,85.88255495,72.56111111,218.3333333,887,7,288
22.9,81,7.917874396,21.38164251,0.523227053,39.30472958,27.60386473,108.3333333,888,1,266
22.1,90,8.457142857,43.48783069,0.720685714,32.77306767,22.7047619,69.88888889,889,2,275
22.7,82,14.39912281,51.3005848,0.808953509,64.20474155,55.95,127.5555556,890,3,271
23.6,85,7.994708995,32.73544974,0.627571429,53.31181549,34.56613757,83.77777778,891,4,261
26.7,69,19.13043478,49.96684234,0.944933904,141.530929,60.86517347,145.3333333,892,5,274
28.7,54,20.33333333,53.36714976,0.882724638,145.4589372,69.04758454,209.1111111,893,6,287
28.3,62,21.81818182,45.26262626,0.821429293,114.8258993,66.09090909,169.8888889,894,7,275
27.6,67,20.43478261,43.89371981,0.71447343,80.47706429,46.77294686,137,895,1,296
23.9,87,12.47716293,46.68599034,0.849584321,99.26417286,62.63658322,64.66666667,896,2,286
21.1,94,7.116666667,28.48888889,0.714833333,33.95833333,33.56111111,126.7777778,897,3,280
22.8,93,7.196969697,30.48484848,0.696464646,37.90415973,23.40185185,80.77777778,898,4,242
21.9,86,8.688434048,28.75406108,0.583084146,33.28397267,19.44476933,102.8888889,899,5,262
23.2,78,9.515873016,33.91269841,0.705087302,58.20636462,53.24603175,112.2248089,900,6,257
24.5,76,8.715277778,22.69444444,0.596284722,49.00414863,41.27083333,117.8859565,901,7,273
24.4,79,8.74537037,20.14351852,0.596990741,58.71626984,49.21296296,116.2222222,902,1,275
22.1,92,6.623188406,22.53140097,0.605077295,35.53444824,26.14492754,89.77777778,903,2,295
24.6,89,10.90614478,40.63594276,0.802474327,67.74858621,55.0462963,95.33333333,904,3,314
25.6,90,10.04166667,35.5365942,0.676458333,93.50434294,62.32083333,146.9,905,4,270
30.4,72,13.04347826,38.87299901,0.696915114,69.70572844,57.85652174,145.1,906,5,278
24.5,91,11.99583333,49.29345238,0.964383333,48.76083028,37.04166667,41.2,907,6,274
21.8,93,8.179166667,27.0375,0.646491667,16.50580542,14.91459157,88.6,908,7,239
21.7,94,7.075,24.54583333,0.623904167,16.57125325,11.69532496,99.8,909,1,257
23.9,92,7.966666667,35.15833333,0.723820833,53.77514493,37.15,61.6,910,2,252
26.9,86,12.49649123,39.4924812,0.886821053,100.9306182,65.5047619,124.3,911,3,263
23,81,10.33636364,40.29545455,0.823427273,53.71944715,35.6508658,119.9,912,4,288
24.7,75,11.88611111,42.40333333,0.891694444,76.7195265,57.88580495,162.6,913,5,279
24.7,75,11.73478261,29.23478261,0.807056522,90.87006033,78.20020704,157.7,914,6,274
22.6,75,10.75319264,32.1112782,0.720600094,54.6401581,58.92678571,90.8,915,7,251
21.4,81,10.22083333,27.80416667,0.554716667,32.21008976,24.33560606,120,916,1,290
19.3,85,9.407789855,29.4557971,0.555606884,23.4313485,16.68218954,97.4,917,2,283
20.8,88,9.89065735,23.08928571,0.58805,24.77809011,16.97101449,108.8,918,3,268
22.8,85,9.762055336,25.97391304,0.630491304,33.57955524,24.23043478,96.5,919,4,281
23.9,92,9.183333333,25.14583333,0.546425,37.54375339,25.275,38.2,920,5,285
25.4,85,9.292572464,12.99166667,0.444988949,33.42743168,18.876861,63.5,921,6,280
23.9,93,7.633333333,5.1875,0.413891667,9.807276888,6.523511748,54.11111111,922,7,330
25.5,83,9.282407407,21.90277778,0.560796296,36.37947919,19.31190162,83.44444444,923,1,277
29,72,16.75224359,41.84070513,0.818951603,109.8658717,79.65288462,223.7,924,2,276
28.6,72,12.8875,45.94583333,0.810183333,117.5844557,79.36322464,207.7,925,3,289
26.6,76,9.239090909,26.32772727,0.478839091,41.97206905,31.23701299,123.0148368,926,4,286
26.4,78,8.630833872,18.66073045,0.413862411,36.85099753,25.01985123,66.6,927,5,290
25.5,80,7.977380952,18.56190476,0.511500595,47.06539855,29.75892857,79.8,928,6,300
25.9,82,8.19047619,16.34761905,0.483833333,42.76796476,24.89047619,87.1,929,7,294
26.2,84,7.717391304,17.88695652,0.489930435,34.41338613,20.52173913,77.9,930,1,302
27.1,82,8.330434783,21.29130435,0.494104348,35.44289322,24.87391304,83.5,931,2,258
27,83,11.91025641,37.72102564,0.621241026,63.5763986,41.59,80,932,3,302
27.4,87,10.26174242,40.26060606,0.682643561,59.52030513,38.83906926,96.11111111,933,4,297
26.9,91,9.859072087,42.80536577,0.804841589,56.15186701,36.82619184,86.25,934,5,300
29.6,77,12.11704545,34.55340909,0.745414015,58.27674211,40.25416667,147.2,935,6,283
29.1,83,13.91666667,42.3125,0.858029167,81.48885202,55.35416667,194.8,936,7,317
30.3,79,12.7375,50.74583333,1.018944048,109.5039641,85.60803689,192.2,937,1,331
32.4,68,16.04158446,38.93456462,0.795215476,89.49956473,54.55315657,183.4444444,938,2,328
33.4,61,18.1625,35.30833333,0.743575,85.73047275,51.97310606,212,939,3,348
33.1,58,20.0125,37.45597826,0.757886051,93.29671675,52.67554348,230.5,940,4,333
31.8,54,16.89583333,33.24166667,0.631154167,65.67066154,34.9,209.2,941,5,281
33,54,19.05833333,33.22916667,0.675170833,74.90443495,42.80833333,196.9,942,6,320
30.8,72,17.67678571,30.1752193,0.71397,93.22135148,54.81458333,189.3,943,7,370
33.1,60,16.5875,25.6125,0.681195833,75.84623684,49.41666667,219.5,944,1,345
33.2,60,15.7975,26.90166667,0.713755833,73.42316991,42.94416667,227.4,945,2,336
33.1,56,16.27083333,28.76666667,0.6968125,74.90706059,42.82083333,237.1,946,3,327
31.7,62,14.86666667,25.7,0.6489125,62.95601277,36.10416667,219.9,947,4,358
30.6,64,9.816666667,13.69545455,0.535823864,45.62485076,22.17992424,78.3,948,5,349
29.3,81,8.654166667,12.65,0.522070833,33.54397516,15.82097635,37.2,949,6,304
28.8,82,7.979166667,9.645833333,0.501808333,32.13293808,11.09365942,40.1,950,7,328
28.4,81,7.891666667,9.3625,0.510191667,28.11166667,9.9375,39.2,951,1,313
27.9,84,7.370833333,13.34583333,0.572533333,30.70727613,15.25507246,55.1,952,2,325
